O,MO,O_tilde,MO_tilde,SE,MSE,rank,precision,recall,f1,method,sim,delta,lam,rho
0.8,0.8392721,0.090909090909091,0.28164303,8.390008476732836,8.147682,13.214285714285714,0.7,0.5,0.5833333333333334,random,1,0.3,0.3,0.44
0.86,0.8225342,0.3636363636363635,0.20683478,6.524922168624316,8.042311,13.785714285714286,1.0,0.5,0.6666666666666666,gnn,1,0.3,0.3,0.46
0.78,0.8499826,0.0,0.32951266,7.663103648083997,6.528459,13.642857142857142,0.6363636363636364,0.5,0.56,random,1,0.3,0.3,0.46
0.88,0.8285313,0.4545454545454545,0.2336383,6.32966600036961,7.8656764,12.071428571428571,1.0,0.5714285714285714,0.7272727272727273,gnn,1,0.3,0.3,0.48
0.78,0.85500383,0.0,0.35195446,7.631249807561701,6.4550743,12.714285714285714,0.6363636363636364,0.5,0.56,random,1,0.3,0.3,0.48
0.88,0.833752,0.4545454545454545,0.25697148,5.969946658319925,7.420504,12.357142857142858,1.0,0.5714285714285714,0.7272727272727273,gnn,1,0.3,0.3,0.5
0.78,0.85874695,0.0,0.36868393,7.23464346795748,6.4070644,11.642857142857142,0.6363636363636364,0.5,0.56,random,1,0.3,0.3,0.5
0.9,0.8397492,0.5454545454545455,0.28377554,5.371158153284222,6.913322,11.142857142857142,1.0,0.6428571428571429,0.782608695652174,gnn,1,0.3,0.3,0.52
0.78,0.86574507,0.0,0.39996132,7.283500853580367,6.210011,11.357142857142858,0.6363636363636364,0.5,0.56,random,1,0.3,0.3,0.52
0.92,0.8461303,0.6363636363636365,0.31229517,5.350162044978842,6.9001427,11.071428571428571,1.0,0.7142857142857143,0.8333333333333333,gnn,1,0.3,0.3,0.54
0.78,0.8738193,0.0,0.43604824,7.218251003522344,5.9248133,11.571428571428571,0.6363636363636364,0.5,0.56,random,1,0.3,0.3,0.54
0.92,0.8512575,0.6363636363636365,0.33521062,5.114567041992174,6.465337,10.428571428571429,1.0,0.7142857142857143,0.8333333333333333,gnn,1,0.3,0.3,0.56
0.8,0.8851642,0.090909090909091,0.48675314,6.397361315144913,5.1560597,11.357142857142858,0.6666666666666666,0.5714285714285714,0.6153846153846153,random,1,0.3,0.3,0.56
0.94,0.8572546,0.727272727272727,0.36201414,4.822769879350065,6.2637486,9.928571428571429,1.0,0.7857142857142857,0.88,gnn,1,0.3,0.3,0.58
0.8,0.8875624,0.090909090909091,0.49747163,6.29461517598462,5.0288057,11.642857142857142,0.6666666666666666,0.5714285714285714,0.6153846153846153,random,1,0.3,0.3,0.58
0.96,0.8635911,0.818181818181818,0.39033428,3.1565301783527393,5.133346,10.0,1.0,0.8571428571428571,0.923076923076923,gnn,1,0.3,0.3,0.6
0.8,0.8921977,0.090909090909091,0.5181888,6.244794555843857,4.9098763,11.642857142857142,0.6666666666666666,0.5714285714285714,0.6153846153846153,random,1,0.3,0.3,0.6
0.96,0.8680298,0.818181818181818,0.41017258,2.786077985832332,4.848627,9.5,1.0,0.8571428571428571,0.923076923076923,gnn,1,0.3,0.3,0.62
0.8,0.8981974,0.090909090909091,0.5450038,6.217490365580736,4.7531133,11.428571428571429,0.6666666666666666,0.5714285714285714,0.6153846153846153,random,1,0.3,0.3,0.62
